Data_Status,MSN,StateCode,Year,Data
2024F,TEACB,WV,1960,84624
2024F,TEACB,WV,1961,79495
2024F,TEACB,WV,1962,80104
2024F,TEACB,WV,1963,86105
2024F,TEACB,WV,1964,89808
2024F,TEACB,WV,1965,97881
2024F,TEACB,WV,1966,101521
2024F,TEACB,WV,1967,101783
2024F,TEACB,WV,1968,108551
2024F,TEACB,WV,1969,93096
2024F,TEACB,WV,1970,108454
2024F,TEACB,WV,1971,116907
2024F,TEACB,WV,1972,126479
2024F,TEACB,WV,1973,138959
2024F,TEACB,WV,1974,135849
2024F,TEACB,WV,1975,139406
2024F,TEACB,WV,1976,142708
2024F,TEACB,WV,1977,151070
2024F,TEACB,WV,1978,154215
2024F,TEACB,WV,1979,152872
2024F,TEACB,WV,1980,146605
2024F,TEACB,WV,1981,143411
2024F,TEACB,WV,1982,137495
2024F,TEACB,WV,1983,147345
2024F,TEACB,WV,1984,156917
2024F,TEACB,WV,1985,155590
2024F,TEACB,WV,1986,139565
2024F,TEACB,WV,1987,145124
2024F,TEACB,WV,1988,149467
2024F,TEACB,WV,1989,150231
2024F,TEACB,WV,1990,146864
2024F,TEACB,WV,1991,144778
2024F,TEACB,WV,1992,159657
2024F,TEACB,WV,1993,165632
2024F,TEACB,WV,1994,177018
2024F,TEACB,WV,1995,177819
2024F,TEACB,WV,1996,162736
2024F,TEACB,WV,1997,176591
2024F,TEACB,WV,1998,184117
2024F,TEACB,WV,1999,179513
2024F,TEACB,WV,2000,185760
2024F,TEACB,WV,2001,182830
2024F,TEACB,WV,2002,182011
2024F,TEACB,WV,2003,170247
2024F,TEACB,WV,2004,179123
2024F,TEACB,WV,2005,180447
2024F,TEACB,WV,2006,179417
2024F,TEACB,WV,2007,177621
2024F,TEACB,WV,2008,160442
2024F,TEACB,WV,2009,166934
2024F,TEACB,WV,2010,171559
2024F,TEACB,WV,2011,165754
2024F,TEACB,WV,2012,174645
2024F,TEACB,WV,2013,169276
2024F,TEACB,WV,2014,169944
2024F,TEACB,WV,2015,173708
2024F,TEACB,WV,2016,182561
2024F,TEACB,WV,2017,172036
2024F,TEACB,WV,2018,192714
2024F,TEACB,WV,2019,185470
2024F,TEACB,WV,2020,170234
2024F,TEACB,WV,2021,196280
2024F,TEACB,WV,2022,192606
2024F,TEACB,WV,2023,198257
2024F,TEACB,WV,2024,180032
2024F,TEACB,WY,1960,41322
2024F,TEACB,WY,1961,40098
2024F,TEACB,WY,1962,43961
2024F,TEACB,WY,1963,40499
2024F,TEACB,WY,1964,39029
2024F,TEACB,WY,1965,44301
2024F,TEACB,WY,1966,44954
2024F,TEACB,WY,1967,54471
2024F,TEACB,WY,1968,54341
2024F,TEACB,WY,1969,57799
2024F,TEACB,WY,1970,57405
2024F,TEACB,WY,1971,61918
2024F,TEACB,WY,1972,61663
2024F,TEACB,WY,1973,67768
2024F,TEACB,WY,1974,69252
2024F,TEACB,WY,1975,66067
2024F,TEACB,WY,1976,71190
2024F,TEACB,WY,1977,75273
2024F,TEACB,WY,1978,85116
2024F,TEACB,WY,1979,87482
2024F,TEACB,WY,1980,88441
2024F,TEACB,WY,1981,88739
2024F,TEACB,WY,1982,79562
2024F,TEACB,WY,1983,67063
2024F,TEACB,WY,1984,68415
2024F,TEACB,WY,1985,68801
2024F,TEACB,WY,1986,63799
2024F,TEACB,WY,1987,77408
2024F,TEACB,WY,1988,83531
2024F,TEACB,WY,1989,84494
2024F,TEACB,WY,1990,81244
2024F,TEACB,WY,1991,75947
2024F,TEACB,WY,1992,79985
2024F,TEACB,WY,1993,84504
2024F,TEACB,WY,1994,83152
2024F,TEACB,WY,1995,95893
2024F,TEACB,WY,1996,95955
2024F,TEACB,WY,1997,97960
2024F,TEACB,WY,1998,101099
2024F,TEACB,WY,1999,115332
2024F,TEACB,WY,2000,108883
2024F,TEACB,WY,2001,110784
2024F,TEACB,WY,2002,109864
2024F,TEACB,WY,2003,121106
2024F,TEACB,WY,2004,115099
2024F,TEACB,WY,2005,119086
2024F,TEACB,WY,2006,122420
2024F,TEACB,WY,2007,125815
2024F,TEACB,WY,2008,123832
2024F,TEACB,WY,2009,119964
2024F,TEACB,WY,2010,121508
2024F,TEACB,WY,2011,112292
2024F,TEACB,WY,2012,117815
2024F,TEACB,WY,2013,113594
2024F,TEACB,WY,2014,117910
2024F,TEACB,WY,2015,111677
2024F,TEACB,WY,2016,112854
2024F,TEACB,WY,2017,112759
2024F,TEACB,WY,2018,116163
2024F,TEACB,WY,2019,116439
2024F,TEACB,WY,2020,107394
2024F,TEACB,WY,2021,109123
2024F,TEACB,WY,2022,105280
2024F,TEACB,WY,2023,107362
2024F,TEACB,WY,2024,110328
2024F,TECCB,AK,1960,6592
2024F,TECCB,AK,1961,6976
2024F,TECCB,AK,1962,7129
2024F,TECCB,AK,1963,9246
2024F,TECCB,AK,1964,12021
2024F,TECCB,AK,1965,14210
2024F,TECCB,AK,1966,15066
2024F,TECCB,AK,1967,17018
2024F,TECCB,AK,1968,18316
2024F,TECCB,AK,1969,25989
2024F,TECCB,AK,1970,28705
2024F,TECCB,AK,1971,31762
2024F,TECCB,AK,1972,36289
2024F,TECCB,AK,1973,33124
2024F,TECCB,AK,1974,34856
2024F,TECCB,AK,1975,32959
2024F,TECCB,AK,1976,33710
2024F,TECCB,AK,1977,36678
2024F,TECCB,AK,1978,37081
2024F,TECCB,AK,1979,35123
2024F,TECCB,AK,1980,32854
2024F,TECCB,AK,1981,36536
2024F,TECCB,AK,1982,46028
2024F,TECCB,AK,1983,49306
2024F,TECCB,AK,1984,61051
2024F,TECCB,AK,1985,55609
2024F,TECCB,AK,1986,95073
2024F,TECCB,AK,1987,86044
2024F,TECCB,AK,1988,49560
2024F,TECCB,AK,1989,50130
2024F,TECCB,AK,1990,57482
2024F,TECCB,AK,1991,56909
2024F,TECCB,AK,1992,59008
2024F,TECCB,AK,1993,60012
2024F,TECCB,AK,1994,61142
2024F,TECCB,AK,1995,61712
2024F,TECCB,AK,1996,66173
2024F,TECCB,AK,1997,64360
2024F,TECCB,AK,1998,65886
2024F,TECCB,AK,1999,68465
2024F,TECCB,AK,2000,66776
2024F,TECCB,AK,2001,62031
2024F,TECCB,AK,2002,55830
2024F,TECCB,AK,2003,53845
2024F,TECCB,AK,2004,59006
2024F,TECCB,AK,2005,58006
2024F,TECCB,AK,2006,63939
2024F,TECCB,AK,2007,59337
2024F,TECCB,AK,2008,61038
2024F,TECCB,AK,2009,57997
2024F,TECCB,AK,2010,62668
2024F,TECCB,AK,2011,66951
2024F,TECCB,AK,2012,65188
2024F,TECCB,AK,2013,58570
2024F,TECCB,AK,2014,58601
2024F,TECCB,AK,2015,62345
2024F,TECCB,AK,2016,53891
2024F,TECCB,AK,2017,53602
2024F,TECCB,AK,2018,52109
2024F,TECCB,AK,2019,52027
2024F,TECCB,AK,2020,52392
2024F,TECCB,AK,2021,55766
2024F,TECCB,AK,2022,54796
2024F,TECCB,AK,2023,57045
2024F,TECCB,AK,2024,56804
2024F,TECCB,AL,1960,53463
2024F,TECCB,AL,1961,61026
2024F,TECCB,AL,1962,67369
2024F,TECCB,AL,1963,73550
2024F,TECCB,AL,1964,77567
2024F,TECCB,AL,1965,77062
2024F,TECCB,AL,1966,80697
2024F,TECCB,AL,1967,80030
2024F,TECCB,AL,1968,90700
2024F,TECCB,AL,1969,100346
2024F,TECCB,AL,1970,104587
2024F,TECCB,AL,1971,106981
2024F,TECCB,AL,1972,114157
2024F,TECCB,AL,1973,117343
2024F,TECCB,AL,1974,119155
2024F,TECCB,AL,1975,114160
2024F,TECCB,AL,1976,118290
2024F,TECCB,AL,1977,122796
2024F,TECCB,AL,1978,120916
2024F,TECCB,AL,1979,123247
2024F,TECCB,AL,1980,120278
2024F,TECCB,AL,1981,137009
2024F,TECCB,AL,1982,135738
2024F,TECCB,AL,1983,139201
2024F,TECCB,AL,1984,126261
2024F,TECCB,AL,1985,133517
2024F,TECCB,AL,1986,135950
2024F,TECCB,AL,1987,139710
2024F,TECCB,AL,1988,149408
2024F,TECCB,AL,1989,160778
2024F,TECCB,AL,1990,158669
2024F,TECCB,AL,1991,155364
2024F,TECCB,AL,1992,153440
2024F,TECCB,AL,1993,157551
2024F,TECCB,AL,1994,160410
2024F,TECCB,AL,1995,165013
2024F,TECCB,AL,1996,178579
2024F,TECCB,AL,1997,213223
2024F,TECCB,AL,1998,219459
2024F,TECCB,AL,1999,232322
2024F,TECCB,AL,2000,243953
2024F,TECCB,AL,2001,233910
2024F,TECCB,AL,2002,240358
2024F,TECCB,AL,2003,235720
2024F,TECCB,AL,2004,246269
2024F,TECCB,AL,2005,249452
2024F,TECCB,AL,2006,260306
2024F,TECCB,AL,2007,271789
2024F,TECCB,AL,2008,264633
2024F,TECCB,AL,2009,243888
2024F,TECCB,AL,2010,261483
2024F,TECCB,AL,2011,248475
2024F,TECCB,AL,2012,237919
2024F,TECCB,AL,2013,243971
2024F,TECCB,AL,2014,252887
2024F,TECCB,AL,2015,253858
2024F,TECCB,AL,2016,255557
2024F,TECCB,AL,2017,244860
2024F,TECCB,AL,2018,252383
2024F,TECCB,AL,2019,246511
2024F,TECCB,AL,2020,224442
2024F,TECCB,AL,2021,236984
2024F,TECCB,AL,2022,244935
2024F,TECCB,AL,2023,237952
2024F,TECCB,AL,2024,241935
2024F,TECCB,AR,1960,34197
2024F,TECCB,AR,1961,34966
2024F,TECCB,AR,1962,38969
2024F,TECCB,AR,1963,42222
2024F,TECCB,AR,1964,45565
2024F,TECCB,AR,1965,51259
2024F,TECCB,AR,1966,58633
2024F,TECCB,AR,1967,63505
2024F,TECCB,AR,1968,68785
2024F,TECCB,AR,1969,73741
2024F,TECCB,AR,1970,75954
2024F,TECCB,AR,1971,69406
2024F,TECCB,AR,1972,75113
2024F,TECCB,AR,1973,80521
2024F,TECCB,AR,1974,79122
2024F,TECCB,AR,1975,91612
2024F,TECCB,AR,1976,94700
2024F,TECCB,AR,1977,99626
2024F,TECCB,AR,1978,100141
2024F,TECCB,AR,1979,98039
2024F,TECCB,AR,1980,94304
2024F,TECCB,AR,1981,83521
2024F,TECCB,AR,1982,86299
2024F,TECCB,AR,1983,102607
2024F,TECCB,AR,1984,97206
2024F,TECCB,AR,1985,95470
2024F,TECCB,AR,1986,88956
2024F,TECCB,AR,1987,91355
2024F,TECCB,AR,1988,97165
2024F,TECCB,AR,1989,101062
2024F,TECCB,AR,1990,99369
2024F,TECCB,AR,1991,101538
2024F,TECCB,AR,1992,98928
2024F,TECCB,AR,1993,108386
2024F,TECCB,AR,1994,110434
2024F,TECCB,AR,1995,115772
2024F,TECCB,AR,1996,120617
2024F,TECCB,AR,1997,119820
2024F,TECCB,AR,1998,127703
2024F,TECCB,AR,1999,130354
2024F,TECCB,AR,2000,142474
2024F,TECCB,AR,2001,146067
2024F,TECCB,AR,2002,146019
2024F,TECCB,AR,2003,149592
2024F,TECCB,AR,2004,147995
2024F,TECCB,AR,2005,157852
2024F,TECCB,AR,2006,155943
2024F,TECCB,AR,2007,157748
2024F,TECCB,AR,2008,159838
2024F,TECCB,AR,2009,158754
2024F,TECCB,AR,2010,169410
2024F,TECCB,AR,2011,170557
2024F,TECCB,AR,2012,167414
2024F,TECCB,AR,2013,172998
2024F,TECCB,AR,2014,178727
2024F,TECCB,AR,2015,174121
2024F,TECCB,AR,2016,170622
2024F,TECCB,AR,2017,169426
2024F,TECCB,AR,2018,180744
2024F,TECCB,AR,2019,175320
2024F,TECCB,AR,2020,164343
2024F,TECCB,AR,2021,172350
2024F,TECCB,AR,2022,173393
2024F,TECCB,AR,2023,169647
2024F,TECCB,AR,2024,169256
2024F,TECCB,AZ,1960,61977
2024F,TECCB,AZ,1961,46333
2024F,TECCB,AZ,1962,44417
2024F,TECCB,AZ,1963,48892
2024F,TECCB,AZ,1964,60563
2024F,TECCB,AZ,1965,53957
2024F,TECCB,AZ,1966,55388
2024F,TECCB,AZ,1967,64024
2024F,TECCB,AZ,1968,67059
2024F,TECCB,AZ,1969,73841
2024F,TECCB,AZ,1970,76116
2024F,TECCB,AZ,1971,85616
2024F,TECCB,AZ,1972,94847
2024F,TECCB,AZ,1973,106025
2024F,TECCB,AZ,1974,111599
2024F,TECCB,AZ,1975,113605
2024F,TECCB,AZ,1976,124374
2024F,TECCB,AZ,1977,132174
2024F,TECCB,AZ,1978,127109
2024F,TECCB,AZ,1979,125358
2024F,TECCB,AZ,1980,129584
2024F,TECCB,AZ,1981,128340
2024F,TECCB,AZ,1982,128235
2024F,TECCB,AZ,1983,127642
2024F,TECCB,AZ,1984,143595
2024F,TECCB,AZ,1985,158577
2024F,TECCB,AZ,1986,162675
2024F,TECCB,AZ,1987,181112
2024F,TECCB,AZ,1988,188167
2024F,TECCB,AZ,1989,200433
2024F,TECCB,AZ,1990,201733
2024F,TECCB,AZ,1991,197551
2024F,TECCB,AZ,1992,204194
2024F,TECCB,AZ,1993,206417
2024F,TECCB,AZ,1994,217890
2024F,TECCB,AZ,1995,226931
2024F,TECCB,AZ,1996,241058
2024F,TECCB,AZ,1997,245102
2024F,TECCB,AZ,1998,263165
2024F,TECCB,AZ,1999,276403
2024F,TECCB,AZ,2000,297677
2024F,TECCB,AZ,2001,296835
2024F,TECCB,AZ,2002,296714
2024F,TECCB,AZ,2003,296826
2024F,TECCB,AZ,2004,301398
2024F,TECCB,AZ,2005,310534
2024F,TECCB,AZ,2006,319900
2024F,TECCB,AZ,2007,329184
2024F,TECCB,AZ,2008,329560
2024F,TECCB,AZ,2009,321410
2024F,TECCB,AZ,2010,321789
2024F,TECCB,AZ,2011,328873
2024F,TECCB,AZ,2012,327537
2024F,TECCB,AZ,2013,332975
2024F,TECCB,AZ,2014,323017
2024F,TECCB,AZ,2015,327685
2024F,TECCB,AZ,2016,330002
2024F,TECCB,AZ,2017,330238
2024F,TECCB,AZ,2018,327557
2024F,TECCB,AZ,2019,325399
2024F,TECCB,AZ,2020,310608
2024F,TECCB,AZ,2021,317891
2024F,TECCB,AZ,2022,337261
2024F,TECCB,AZ,2023,344637
2024F,TECCB,AZ,2024,368396
2024F,TECCB,CA,1960,401576
2024F,TECCB,CA,1961,447848
2024F,TECCB,CA,1962,470712
2024F,TECCB,CA,1963,490944
2024F,TECCB,CA,1964,509866
2024F,TECCB,CA,1965,534413
2024F,TECCB,CA,1966,580656
2024F,TECCB,CA,1967,596253
2024F,TECCB,CA,1968,641819
2024F,TECCB,CA,1969,667364
2024F,TECCB,CA,1970,720198
2024F,TECCB,CA,1971,776059
2024F,TECCB,CA,1972,797528
2024F,TECCB,CA,1973,823001
2024F,TECCB,CA,1974,787448
2024F,TECCB,CA,1975,901199
2024F,TECCB,CA,1976,914220
2024F,TECCB,CA,1977,946773
2024F,TECCB,CA,1978,946009
2024F,TECCB,CA,1979,991937
2024F,TECCB,CA,1980,1025994
2024F,TECCB,CA,1981,1072952
2024F,TECCB,CA,1982,1015290
2024F,TECCB,CA,1983,934639
2024F,TECCB,CA,1984,997960
2024F,TECCB,CA,1985,1015022
2024F,TECCB,CA,1986,1006044
2024F,TECCB,CA,1987,1077424
2024F,TECCB,CA,1988,1150696
2024F,TECCB,CA,1989,1211972
2024F,TECCB,CA,1990,1177528
2024F,TECCB,CA,1991,1167898
2024F,TECCB,CA,1992,1172523
2024F,TECCB,CA,1993,1064083
2024F,TECCB,CA,1994,1094515
2024F,TECCB,CA,1995,1071643
2024F,TECCB,CA,1996,1050147
2024F,TECCB,CA,1997,1112879
2024F,TECCB,CA,1998,1228356
2024F,TECCB,CA,1999,1166609
2024F,TECCB,CA,2000,1195092
2024F,TECCB,CA,2001,1309918
2024F,TECCB,CA,2002,1282989
2024F,TECCB,CA,2003,1244763
2024F,TECCB,CA,2004,1355747
2024F,TECCB,CA,2005,1295011
2024F,TECCB,CA,2006,1308405
2024F,TECCB,CA,2007,1377978
2024F,TECCB,CA,2008,1419732
2024F,TECCB,CA,2009,1353185
2024F,TECCB,CA,2010,1331349
2024F,TECCB,CA,2011,1316978
2024F,TECCB,CA,2012,1310024
2024F,TECCB,CA,2013,1253839
2024F,TECCB,CA,2014,1253279
2024F,TECCB,CA,2015,1286920
2024F,TECCB,CA,2016,1226186
2024F,TECCB,CA,2017,1187925
2024F,TECCB,CA,2018,1247418
2024F,TECCB,CA,2019,1192673
2024F,TECCB,CA,2020,1124296
2024F,TECCB,CA,2021,1156382
2024F,TECCB,CA,2022,1193155
2024F,TECCB,CA,2023,1157654
2024F,TECCB,CA,2024,1184912
2024F,TECCB,CO,1960,53823
2024F,TECCB,CO,1961,57218
2024F,TECCB,CO,1962,61019
2024F,TECCB,CO,1963,60401
2024F,TECCB,CO,1964,69421
2024F,TECCB,CO,1965,73164
2024F,TECCB,CO,1966,80416
2024F,TECCB,CO,1967,79831
2024F,TECCB,CO,1968,93746
2024F,TECCB,CO,1969,102639
2024F,TECCB,CO,1970,112292
2024F,TECCB,CO,1971,120361
2024F,TECCB,CO,1972,128419
2024F,TECCB,CO,1973,138440
2024F,TECCB,CO,1974,137678
2024F,TECCB,CO,1975,138523
2024F,TECCB,CO,1976,134235
2024F,TECCB,CO,1977,135869
2024F,TECCB,CO,1978,139366
2024F,TECCB,CO,1979,145977
2024F,TECCB,CO,1980,148266
2024F,TECCB,CO,1981,150706
2024F,TECCB,CO,1982,174555
2024F,TECCB,CO,1983,181935
2024F,TECCB,CO,1984,197115
2024F,TECCB,CO,1985,202033
2024F,TECCB,CO,1986,192494
2024F,TECCB,CO,1987,199330
2024F,TECCB,CO,1988,214283
2024F,TECCB,CO,1989,221696
2024F,TECCB,CO,1990,237282
2024F,TECCB,CO,1991,246667
2024F,TECCB,CO,1992,244964
2024F,TECCB,CO,1993,253513
2024F,TECCB,CO,1994,233663
2024F,TECCB,CO,1995,236409
2024F,TECCB,CO,1996,250930
2024F,TECCB,CO,1997,251553
2024F,TECCB,CO,1998,262645
2024F,TECCB,CO,1999,274152
2024F,TECCB,CO,2000,286926
2024F,TECCB,CO,2001,292452
2024F,TECCB,CO,2002,302196
2024F,TECCB,CO,2003,293355
2024F,TECCB,CO,2004,287807
2024F,TECCB,CO,2005,288371
2024F,TECCB,CO,2006,287147
2024F,TECCB,CO,2007,285231
2024F,TECCB,CO,2008,288167
2024F,TECCB,CO,2009,283773
2024F,TECCB,CO,2010,274039
2024F,TECCB,CO,2011,268409
2024F,TECCB,CO,2012,258130
2024F,TECCB,CO,2013,264653
2024F,TECCB,CO,2014,260450
2024F,TECCB,CO,2015,267082
2024F,TECCB,CO,2016,261345
2024F,TECCB,CO,2017,261120
2024F,TECCB,CO,2018,262942
2024F,TECCB,CO,2019,270411
2024F,TECCB,CO,2020,245097
2024F,TECCB,CO,2021,248979
2024F,TECCB,CO,2022,251820
2024F,TECCB,CO,2023,244472
2024F,TECCB,CO,2024,238434
2024F,TECCB,CT,1960,60514
2024F,TECCB,CT,1961,61949
2024F,TECCB,CT,1962,63587
2024F,TECCB,CT,1963,66515
2024F,TECCB,CT,1964,67687
2024F,TECCB,CT,1965,69416
2024F,TECCB,CT,1966,73371
2024F,TECCB,CT,1967,76696
2024F,TECCB,CT,1968,84969
2024F,TECCB,CT,1969,89343
2024F,TECCB,CT,1970,98680
2024F,TECCB,CT,1971,103307
2024F,TECCB,CT,1972,111439
2024F,TECCB,CT,1973,115902
2024F,TECCB,CT,1974,111329
2024F,TECCB,CT,1975,109874
2024F,TECCB,CT,1976,118211
2024F,TECCB,CT,1977,122318
2024F,TECCB,CT,1978,124915
2024F,TECCB,CT,1979,130171
2024F,TECCB,CT,1980,123183
2024F,TECCB,CT,1981,127763
2024F,TECCB,CT,1982,129335
2024F,TECCB,CT,1983,138423
2024F,TECCB,CT,1984,147575
2024F,TECCB,CT,1985,152306
2024F,TECCB,CT,1986,155707
2024F,TECCB,CT,1987,161214
2024F,TECCB,CT,1988,166624
2024F,TECCB,CT,1989,179903
2024F,TECCB,CT,1990,184536
2024F,TECCB,CT,1991,184290
2024F,TECCB,CT,1992,193350
2024F,TECCB,CT,1993,188172
2024F,TECCB,CT,1994,196908
2024F,TECCB,CT,1995,193893
2024F,TECCB,CT,1996,204644
2024F,TECCB,CT,1997,206784
2024F,TECCB,CT,1998,211883
2024F,TECCB,CT,1999,218035
2024F,TECCB,CT,2000,218880
2024F,TECCB,CT,2001,213047
2024F,TECCB,CT,2002,207411
2024F,TECCB,CT,2003,222716
2024F,TECCB,CT,2004,205826
2024F,TECCB,CT,2005,206106
2024F,TECCB,CT,2006,193517
2024F,TECCB,CT,2007,210248
2024F,TECCB,CT,2008,193683
2024F,TECCB,CT,2009,185549
2024F,TECCB,CT,2010,189464
2024F,TECCB,CT,2011,182826
2024F,TECCB,CT,2012,182503
2024F,TECCB,CT,2013,186886
2024F,TECCB,CT,2014,190790
2024F,TECCB,CT,2015,198143
2024F,TECCB,CT,2016,188379
2024F,TECCB,CT,2017,186251
2024F,TECCB,CT,2018,190669
2024F,TECCB,CT,2019,185419
2024F,TECCB,CT,2020,168072
2024F,TECCB,CT,2021,178940
2024F,TECCB,CT,2022,179172
2024F,TECCB,CT,2023,174570
2024F,TECCB,CT,2024,177835
2024F,TECCB,DC,1960,30819
2024F,TECCB,DC,1961,29058
2024F,TECCB,DC,1962,31178
2024F,TECCB,DC,1963,33246
2024F,TECCB,DC,1964,39402
2024F,TECCB,DC,1965,52634
2024F,TECCB,DC,1966,55056
2024F,TECCB,DC,1967,64007
2024F,TECCB,DC,1968,64970
2024F,TECCB,DC,1969,68042
2024F,TECCB,DC,1970,72330
2024F,TECCB,DC,1971,69827
2024F,TECCB,DC,1972,64555
2024F,TECCB,DC,1973,64015
2024F,TECCB,DC,1974,53329
2024F,TECCB,DC,1975,49588
2024F,TECCB,DC,1976,49246
2024F,TECCB,DC,1977,47851
2024F,TECCB,DC,1978,47598
2024F,TECCB,DC,1979,45624
2024F,TECCB,DC,1980,46407
2024F,TECCB,DC,1981,45045
2024F,TECCB,DC,1982,49584
2024F,TECCB,DC,1983,56055
2024F,TECCB,DC,1984,67943
2024F,TECCB,DC,1985,66687
2024F,TECCB,DC,1986,72107
2024F,TECCB,DC,1987,73789
2024F,TECCB,DC,1988,72393
2024F,TECCB,DC,1989,75839
2024F,TECCB,DC,1990,82197
2024F,TECCB,DC,1991,86058
2024F,TECCB,DC,1992,86899
2024F,TECCB,DC,1993,91120
2024F,TECCB,DC,1994,121228
2024F,TECCB,DC,1995,122618
2024F,TECCB,DC,1996,115283
2024F,TECCB,DC,1997,114361
2024F,TECCB,DC,1998,118386
2024F,TECCB,DC,1999,118628
2024F,TECCB,DC,2000,125490
2024F,TECCB,DC,2001,125069
2024F,TECCB,DC,2002,124814
2024F,TECCB,DC,2003,120000
2024F,TECCB,DC,2004,125964
2024F,TECCB,DC,2005,129762
2024F,TECCB,DC,2006,123028
2024F,TECCB,DC,2007,127406
2024F,TECCB,DC,2008,120479
2024F,TECCB,DC,2009,118591
2024F,TECCB,DC,2010,120132
2024F,TECCB,DC,2011,112694
2024F,TECCB,DC,2012,105061
2024F,TECCB,DC,2013,104946
2024F,TECCB,DC,2014,105592
2024F,TECCB,DC,2015,102132
2024F,TECCB,DC,2016,100274
2024F,TECCB,DC,2017,95859
2024F,TECCB,DC,2018,97618
2024F,TECCB,DC,2019,94183
2024F,TECCB,DC,2020,77545
2024F,TECCB,DC,2021,80742
2024F,TECCB,DC,2022,82645
2024F,TECCB,DC,2023,80548
2024F,TECCB,DC,2024,81297
2024F,TECCB,DE,1960,20194
2024F,TECCB,DE,1961,18269
2024F,TECCB,DE,1962,19363
2024F,TECCB,DE,1963,21341
2024F,TECCB,DE,1964,21281
2024F,TECCB,DE,1965,24628
2024F,TECCB,DE,1966,25984
2024F,TECCB,DE,1967,22762
2024F,TECCB,DE,1968,23757
2024F,TECCB,DE,1969,26621
2024F,TECCB,DE,1970,28636
2024F,TECCB,DE,1971,29559
2024F,TECCB,DE,1972,31361
2024F,TECCB,DE,1973,33932
2024F,TECCB,DE,1974,27959
2024F,TECCB,DE,1975,29518
2024F,TECCB,DE,1976,31515
2024F,TECCB,DE,1977,33497
2024F,TECCB,DE,1978,30668
2024F,TECCB,DE,1979,36432
2024F,TECCB,DE,1980,50902
2024F,TECCB,DE,1981,35925
2024F,TECCB,DE,1982,30128
2024F,TECCB,DE,1983,23323
2024F,TECCB,DE,1984,25303
2024F,TECCB,DE,1985,25085
2024F,TECCB,DE,1986,26173
2024F,TECCB,DE,1987,29277
2024F,TECCB,DE,1988,31609
2024F,TECCB,DE,1989,33182
2024F,TECCB,DE,1990,37214
2024F,TECCB,DE,1991,40119
2024F,TECCB,DE,1992,39385
2024F,TECCB,DE,1993,39858
2024F,TECCB,DE,1994,38843
2024F,TECCB,DE,1995,41012
2024F,TECCB,DE,1996,43761
2024F,TECCB,DE,1997,45818
2024F,TECCB,DE,1998,46201
2024F,TECCB,DE,1999,48209
2024F,TECCB,DE,2000,58203
2024F,TECCB,DE,2001,51501
2024F,TECCB,DE,2002,56938
2024F,TECCB,DE,2003,56104
2024F,TECCB,DE,2004,56460
2024F,TECCB,DE,2005,58032
2024F,TECCB,DE,2006,57109
2024F,TECCB,DE,2007,59528
2024F,TECCB,DE,2008,60531
2024F,TECCB,DE,2009,61582
2024F,TECCB,DE,2010,61812
2024F,TECCB,DE,2011,57267
2024F,TECCB,DE,2012,55396
2024F,TECCB,DE,2013,55229
2024F,TECCB,DE,2014,55957
2024F,TECCB,DE,2015,55537
2024F,TECCB,DE,2016,54712
2024F,TECCB,DE,2017,54304
2024F,TECCB,DE,2018,59432
2024F,TECCB,DE,2019,58338
2024F,TECCB,DE,2020,48217
2024F,TECCB,DE,2021,52155
2024F,TECCB,DE,2022,52404
2024F,TECCB,DE,2023,49613
2024F,TECCB,DE,2024,51825
2024F,TECCB,FL,1960,98129
2024F,TECCB,FL,1961,104098
2024F,TECCB,FL,1962,118409
2024F,TECCB,FL,1963,127793
2024F,TECCB,FL,1964,140753
2024F,TECCB,FL,1965,145032
2024F,TECCB,FL,1966,153938
2024F,TECCB,FL,1967,175425
2024F,TECCB,FL,1968,189906
2024F,TECCB,FL,1969,212358
2024F,TECCB,FL,1970,240963
2024F,TECCB,FL,1971,258547
2024F,TECCB,FL,1972,279592
2024F,TECCB,FL,1973,307525
2024F,TECCB,FL,1974,314884
2024F,TECCB,FL,1975,313804
2024F,TECCB,FL,1976,338761
2024F,TECCB,FL,1977,363067
2024F,TECCB,FL,1978,361673
2024F,TECCB,FL,1979,365915
2024F,TECCB,FL,1980,365333
2024F,TECCB,FL,1981,401284
2024F,TECCB,FL,1982,396187
2024F,TECCB,FL,1983,427120
2024F,TECCB,FL,1984,460707
2024F,TECCB,FL,1985,530760
2024F,TECCB,FL,1986,557964
2024F,TECCB,FL,1987,581915
2024F,TECCB,FL,1988,615383
2024F,TECCB,FL,1989,653801
2024F,TECCB,FL,1990,728487
2024F,TECCB,FL,1991,737565
2024F,TECCB,FL,1992,740375
2024F,TECCB,FL,1993,741524
2024F,TECCB,FL,1994,753533
2024F,TECCB,FL,1995,789265
2024F,TECCB,FL,1996,801471
2024F,TECCB,FL,1997,821667
2024F,TECCB,FL,1998,870599
2024F,TECCB,FL,1999,896032
2024F,TECCB,FL,2000,946225
2024F,TECCB,FL,2001,948088
2024F,TECCB,FL,2002,988593
2024F,TECCB,FL,2003,989207
2024F,TECCB,FL,2004,1015940
2024F,TECCB,FL,2005,1025417
2024F,TECCB,FL,2006,1028418
2024F,TECCB,FL,2007,1034978
2024F,TECCB,FL,2008,1027676
2024F,TECCB,FL,2009,1001087
2024F,TECCB,FL,2010,984792
2024F,TECCB,FL,2011,961565
2024F,TECCB,FL,2012,950022
2024F,TECCB,FL,2013,960904
2024F,TECCB,FL,2014,968957
